gene	time	log2_expr_level	term	estimate	std.error	statistic	p.value	conf.low	conf.high	identified_as
MRPL12	10	-0.01480008506995567	time	0.009087628738898238	0.005145271570027274	1.766209735524235	0.21939984153739034	-0.013050688027181914	0.03122594550497839	Non-significant
MRPL12	24	0.15151541802661406	time	0.009087628738898238	0.005145271570027274	1.766209735524235	0.21939984153739034	-0.013050688027181914	0.03122594550497839	Non-significant
MRPL13	2	-0.026686822999186788	time	0.013225004185715442	0.0021030652579251395	6.288442137436611	0.02436745883422913	0.004176244712862584	0.0222737636585683	Significant
MRPL13	6	-0.022634181573724987	time	0.013225004185715442	0.0021030652579251395	6.288442137436611	0.02436745883422913	0.004176244712862584	0.0222737636585683	Significant
MRPL13	10	0.01634605438793102	time	0.013225004185715442	0.0021030652579251395	6.288442137436611	0.02436745883422913	0.004176244712862584	0.0222737636585683	Significant
MRPL13	24	0.24565610116228598	time	0.013225004185715442	0.0021030652579251395	6.288442137436611	0.02436745883422913	0.004176244712862584	0.0222737636585683	Significant
MRPL14	2	-0.05071727604690768	time	1.393645333167758e-4	0.001007639935412482	0.13830787012200574	0.9026659368699717	-0.004196160185390311	0.004474889252023862	Non-significant
MRPL14	6	-0.0328165549385071	time	1.393645333167758e-4	0.001007639935412482	0.13830787012200574	0.9026659368699717	-0.004196160185390311	0.004474889252023862	Non-significant
MRPL14	10	-0.01823907176503159	time	1.393645333167758e-4	0.001007639935412482	0.13830787012200574	0.9026659368699717	-0.004196160185390311	0.004474889252023862	Non-significant
MRPL14	24	-0.04070856539573331	time	1.393645333167758e-4	0.001007639935412482	0.13830787012200574	0.9026659368699717	-0.004196160185390311	0.004474889252023862	Non-significant
MRPL16	2	-0.05390333524923463	time	0.0127521500520763	0.0027734851006846264	4.597879414938436	0.04419069592448708	8.188068126961309e-4	0.02468549329145647	Significant
MRPL16	6	-0.06038156447233156	time	0.0127521500520763	0.0027734851006846264	4.597879414938436	0.04419069592448708	8.188068126961309e-4	0.02468549329145647	Significant
MRPL16	10	0.08071038804266806	time	0.0127521500520763	0.0027734851006846264	4.597879414938436	0.04419069592448708	8.188068126961309e-4	0.02468549329145647	Significant
MRPL16	24	0.2086889680443207	time	0.0127521500520763	0.0027734851006846264	4.597879414938436	0.04419069592448708	8.188068126961309e-4	0.02468549329145647	Significant
MRPL17	2	0.03538507360915233	time	0.00463044995432547	0.001797654341641856	2.5758288715818027	0.12342618760447248	-0.003104232405885833	0.012365132314536773	Non-significant
MRPL17	6	4.8170617392884196e-4	time	0.00463044995432547	0.001797654341641856	2.5758288715818027	0.12342618760447248	-0.003104232405885833	0.012365132314536773	Non-significant
MRPL17	10	0.027629322726045125	time	0.00463044995432547	0.001797654341641856	2.5758288715818027	0.12342618760447248	-0.003104232405885833	0.012365132314536773	Non-significant
MRPL17	24	0.11778734831577786	time	0.00463044995432547	0.001797654341641856	2.5758288715818027	0.12342618760447248	-0.003104232405885833	0.012365132314536773	Non-significant
MRPL18	2	-0.016048405129225785	time	0.0025436069467116695	0.0019669342402808365	1.2931835211473548	0.325177291148236	-0.005919428031470357	0.011006641924893696	Non-significant
MRPL18	6	-0.0027770428613305143	time	0.0025436069467116695	0.0019669342402808365	1.2931835211473548	0.325177291148236	-0.005919428031470357	0.011006641924893696	Non-significant
MRPL18	10	0.05954410670876875	time	0.0025436069467116695	0.0019669342402808365	1.2931835211473548	0.325177291148236	-0.005919428031470357	0.011006641924893696	Non-significant
